objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Machi Koro: Bright Lights, Big City","205494","0","","0","1","0","0","0","0","0","0","0","3","","","","","","59394850","6.14489","6.68307","1.8889","1876","5801","thing","Machi Koro: Bright Lights, Big City","2","5","30","30","30","2016","2,3,4","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro: Harbor","143789","0","","0","1","0","0","0","0","0","1","0","3","","","","","","58969674","6.70736","7.07637","1.6519","0","14189","thing","Machi Koro: Harbor","2","5","30","30","30","2012","2,3,4,5","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Mage Wars Academy","172503","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","35521631","6.19234","7.22349","3","1734","3472","thing","Mage Wars Academy","2","2","30","30","30","2015","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Maze","209778","8","23","0","1","0","0","0","0","0","0","0","1","","","","","","46365098","6.88561","7.0549","1.7548","500","23966","thing","Magic Maze","1","8","15","15","15","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Magic Maze: 9 new tiles","238664","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49430117","5.52867","7.09143","0","0","351","thing","Magic Maze: 9 new tiles","1","8","24","24","1","2017","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Magic Maze: Maximum Security","230359","0","","0","1","0","0","0","0","0","0","0","1","","","","","","46365324","5.97694","7.59985","2.4","0","3573","thing","Magic Maze: Maximum Security","1","8","24","24","1","2017","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Magic: The Gathering","463","7","22","0","1","0","0","0","0","0","0","0","1","","","","","","36862876","7.35309","7.51906","3.2161","159","35670","thing","Magic: The Gathering","2","2","20","20","20","1993","2","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Magination","183480","0","","0","1","0","0","0","0","0","0","0","1","","","","","","38261233","0","7.26667","0","0","30","thing","Magination","1","9","120","120","2","2015","","","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Manhattan Project","63628","0","","0","1","0","0","0","0","0","0","0","1","","","","","","26697255","7.07408","7.36218","2.9614","329","11633","thing","The Manhattan Project","2","5","120","120","120","2012","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition","205059","9","2","0","1","0","0","0","0","0","0","0","2","","","","","","35898042","7.81599","8.06223","2.6848","34","39187","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition – Beyond the Threshold: Expansion","210674","0","","0","1","0","0","0","1","0","0","0","1","","","","","","37548744","7.09278","8.36027","2.6","0","11106","thing","Mansions of Madness: Second Edition – Beyond the Threshold: Expansion","1","5","180","180","120","2017","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition – Streets of Arkham Expansion","229987","0","","0","1","0","0","0","0","0","0","0","1","","","","","","43497316","7.01988","8.62901","2.6","0","8863","thing","Mansions of Madness: Second Edition – Streets of Arkham Expansion","1","5","180","180","120","2017","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Marrying Mr. Darcy","145308","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","26617845","5.86638","6.41139","1.3774","3149","2515","thing","Marrying Mr. Darcy","2","6","60","60","30","2014","2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Martian Fluxx","35369","6","1","0","1","0","0","0","0","0","0","0","1","","","","","","26697432","5.73521","6.19569","1.4384","4343","2153","thing","Martian Fluxx","2","6","30","30","5","2009","2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Master Thief","195476","0","","0","1","0","0","0","0","0","0","0","1","","","","","","38261239","5.52684","6.47581","2","12763","200","thing","Master Thief","3","6","30","30","15","2017","3,4,5,6","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Math Fluxx","219430","7","4","0","1","0","0","0","0","0","0","0","2","","","","","","40545633","5.63339","6.27586","1.5","6058","1165","thing","Math Fluxx","2","6","30","30","5","2017","2,3,4","","8","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mechs vs. Minions","209010","10","16","0","1","0","0","0","0","0","0","0","3","","","","","","37448502","7.74082","8.04458","2.4157","43","20241","thing","Mechs vs. Minions","2","4","120","120","60","2016","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Meeple Circus","193214","6","2","0","1","0","0","0","0","0","0","0","2","","","","","","46766091","6.65117","7.11675","1.4429","782","6706","thing","Meeple Circus","2","5","45","45","45","2017","2,3,4,5","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Merlin","230933","0","","0","1","0","0","0","0","0","0","0","1","","","","","","46311750","6.52843","7.11054","3.0947","974","4299","thing","Merlin","2","4","75","75","75","2017","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Merlin: Queenie 1 – Treasures of the Environs","237155","0","","0","1","0","0","0","0","0","0","0","1","","","","","","46311754","5.67732","7.78856","3","0","1030","thing","Merlin: Queenie 1 – Treasures of the Environs","2","4","75","75","75","2017","2,3,4","4","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Mexican Train","11634","6","3","0","1","0","0","0","0","0","0","0","1","","","","","","44478319","5.57896","5.7015","1.2701","8023","3384","thing","Mexican Train","1","8","20","20","20","1994","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Mind","244992","7","3","0","1","0","0","0","0","0","0","0","3","","","","","","52772188","6.76933","6.9107","1.0765","626","32346","thing","The Mind","2","4","15","15","15","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Monopoly: The Legend of Zelda","163576","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36207021","5.48577","5.5557","2.2222","18297","1378","thing","Monopoly: The Legend of Zelda","0","0","180","180","60","2014","","","10+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Monster City Planners","150827","5","1","0","1","0","0","0","0","0","0","0","1","","","","","","26697475","5.52664","6.31321","2.25","12787","101","thing","Monster City Planners","2","4","20","20","20","2013","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Monster Fluxx","149130","6","3","0","1","0","0","0","0","0","0","0","1","","","","","","27924887","5.61112","6.07522","1.1667","6687","1542","thing","Monster Fluxx","2","6","20","20","5","2013","2,3,4,5,6","3,4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Monty Python Fluxx","36345","7","6","0","1","0","0","0","0","0","0","0","3","","","","","","26579414","5.85554","6.06253","1.3487","3229","10762","thing","Monty Python Fluxx","2","6","40","40","40","2008","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mountains of Madness","214293","0","","0","1","0","0","0","1","0","0","0","1","","","","","","39042904","6.09128","6.56326","2.0909","2067","4463","thing","Mountains of Madness","3","5","90","90","60","2017","3,4,5","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin","1927","7","5","0","1","0","0","0","0","0","0","0","1","","","","","","31199105","5.72891","5.90017","1.8028","4425","74023","thing","Munchkin","3","6","120","120","60","2001","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Cthulhu","25071","7","5","0","1","0","0","0","0","0","0","0","1","","","","","","26697352","5.93285","6.20515","1.7066","2777","10997","thing","Munchkin Cthulhu","3","6","90","90","90","2007","3,4,5,6","4,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Gloom","164110","7","1","2","1","0","0","0","0","0","0","0","1","","","","","","30240084","5.59785","6.43456","1.8333","7164","1062","thing","Munchkin Gloom","2","5","60","60","60","2015","3,4,5","4","12+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Legends","144325","6","1","0","1","0","0","0","0","0","0","0","1","","","","","","26697363","5.80632","6.42762","1.7037","3603","3545","thing","Munchkin Legends","3","6","120","120","60","2013","3,4,5","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Loot Letter","129622","9","20","0","1","0","0","0","0","0","0","0","3","","","","","","27164082","7.14336","7.23459","1.192","284","93056","thing","Love Letter","2","4","20","20","20","2014","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Alderac Entertainment Group; Steve Jackson Games","English","2014","English boxed edition 2014"
"Munchkin Marvel","189848","0","","0","1","0","0","0","0","0","0","0","1","","","","","","34146657","5.95367","6.94286","2.1538","2671","3328","thing","Munchkin Marvel","3","6","120","120","60","2016","3,4,5,6","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Pathfinder","129359","0","","0","1","0","0","0","0","0","0","0","3","","","","","","48084466","5.73539","6.31528","1.6154","4335","3036","thing","Munchkin Pathfinder","3","6","90","90","60","2013","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"My Little Scythe","226320","7","5","0","1","0","0","0","1","0","0","0","3","","","","","","53691595","6.78231","7.37124","2.0125","604","8862","thing","My Little Scythe","1","6","60","60","45","2017","1,2,3,4,5,6","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"My Little Scythe: Pie in the Sky","305420","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","72383750","5.73495","7.80255","2.25","0","1193","thing","My Little Scythe: Pie in the Sky","1","6","45","45","45","2020","1,2,3,4,5,6","3","6+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Mysterium","181304","8","10","0","1","0","0","0","0","0","0","0","3","","","","","","32749482","7.16689","7.30352","1.9081","259","49044","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mysterium: Brettspiel Adventskalender 2016 Promo","213223","0","","0","1","0","0","0","0","0","0","0","3","","","","","","41296091","5.6063","7.18832","2","0","776","thing","Mysterium: Brettspiel Adventskalender 2016 Promo","2","7","42","0","42","2016","4,5,6,7","5,6","","","","","","","","expansion","","","","","","","","","","","","","","",""
